loan_ref,borrower_name,borrower_dob,borrower_email,borrower_phone,co_borrower_name,address_street,address_suburb,address_state,address_postcode,property_type,bedrooms,purchase_price,loan_amount,interest_rate,loan_term_months,interest_type,repayment_type,repayment_frequency,product_name,settlement_date,loan_status,lvr,employer,income_gross_annual,expenses_monthly
MIG-000377,Michael Peterson,06-21-1962,michael.peterson@gmail.com,0433836150,,161 Elizabeth Boulevard,Glenorchy,TAS,7010,Unit,1,150000.00,132450.00,5.52,120,Fixed,Principal and Interest,Monthly,Investor Variable,12-25-2022,Active,88.3,Stockland,224882.82,5518.26
MIG-000378,Matthew White,22/02/1958,matthew.white@hotmail.com,0489273996,,166 Albert Way,Redcliffe,QLD,4020,House,2,760900.00,531108.20,5.60,360,Variable,Principal and Interest,Monthly,Investor Variable,17/11/2016,UNDER_ASSESSMENT,69.8,Coles Group,222044.33,5085.22
MIG-000379,Steven Edwards,22/03/1988,steven.edwards@hotmail.com,0435059070,,,,VIC,3150,House,1,706900.00,585313.20,6.72,360,Fixed,Principal and Interest,Fortnightly,Low Doc Variable,21/08/2015,Arrears,82.8,VIC Department of Education,102819.04,5157.21
MIG-000380,Leo Kelly,07-22-1970,leo.kelly@yahoo.com.au,0410223886,,140 Bridge Drive,,NSW,,Townhouse,1,532800.00,394272.00,6.60,360,Variable,Principal and Interest,Monthly,Standard Variable,06-01-2016,UNDER_ASSESSMENT,74.0,BHP Group,187137.74,4913.80
MIG-000381,Jessica Parker,03/09/1998,jessica.parker@outlook.com,0449213493,,51 Church Lane,Gosford,NSW,2250,House,4,579100.00,438957.80,6.80,360,Variable,Principal and Interest,Monthly,Standard Variable,27/02/2020,APPROVED,75.8,Transurban Group,246814.38,4467.37
MIG-000382,Amelia Walker,not-a-date,amelia.walker@hotmail.com,0435907000,,51 William Avenue,Glenelg,SA,5045,House,4,484800.00,344208.00,6.76,300,Fixed,Interest Only,Monthly,First Home Buyer Variable,27/10/2022,Active,71.0,Macquarie Group,183112.62,7054.63
MIG-000383,Susan Cox,14/07/1973,susan.cox@hotmail.com,0449448383,Amelia Cox,78 Church Lane,Frankston,VIC,3199,House,4,796900.00,678161.90,6.77,360,Fixed,Principal and Interest,Monthly,Investor Variable,19/03/2017,APPROVED,85.1,Lendlease,66593.35,3744.13
MIG-000384,Andrew Wright,11/09/1990,andrew.wright@outlook.com,0452346591,Sophie Wright,177 William Boulevard,Southbank,QLD,4101,Unit,1,371100.00,256059.00,6.65,360,Fixed,Principal and Interest,Monthly,Low Doc Variable,21/02/2020,UNDER_ASSESSMENT,69.0,University of Melbourne,115159.87,3421.97
MIG-000385,Archer Edwards,08/01/1989,archer.edwards@yahoo.com.au,0497665455,,112 Elizabeth Crescent,Mount Barker,SA,5251,House,3,271100.00,236670.30,6.89,360,Variable,Principal and Interest,Monthly,Investor Fixed,11/02/2021,UNDER_ASSESSMENT,87.3,Woodside Energy,90719.01,5546.82
MIG-000386,Patricia Phillips,05/01/1981,patricia.phillips@gmail.com,0436995550,Margaret Phillips,98 Main Close,Richmond,VIC,3121,House,4,414900.00,289185.30,5.78,360,Variable,Principal and Interest,Weekly,Standard Variable,04/12/2019,UNDER_ASSESSMENT,69.7,Woolworths Group,143405.39,3991.77
MIG-000255,Isabella Mitchell  ,27/06/1960,,0436760473,Elizabeth Taylor,171 Main Street,Redcliffe,QLD,4020,House,2,776700.00,502524.90,7.39,360,Fixed,Principal and Interest,Fortnightly,Investor Variable,05/04/2023,SETTLED,64.7,Microsoft Australia,156084.66,2979.01
MIG-000388,Nancy Morris,08/10/1999,nancy.morris@yahoo.com.au,0432760694,,135 Wattle Place,Doncaster,VIC,3108,Vacant Land,,162400.00,92405.60,7.09,120,Variable,Principal and Interest,Weekly,Standard Fixed,27/07/2021,Arrears,56.9,Qantas Airways,147570.52,3730.92
MIG-000389,Charlotte Roberts,01/07/1978,charlotte.roberts@icloud.com,0497001561,,39 Ocean Close,Newtown,NSW,2042,Unit,4,355000.00,199865.00,6.85,360,Variable,Principal and Interest,Monthly,Investor Variable,04/04/2022,UNDER_ASSESSMENT,56.3,QLD Government,55446.16,6353.21
MIG-000390,Karen Collins  ,02-16-1962,karen.collins@gmail.com,0492392696,,164 Victoria Way,Penrith,NSW,2750,Apartment,2,509700.00,363925.80,7.13,360,Fixed,Principal and Interest,Monthly,First Home Buyer Variable,10-26-2020,Active,71.4,PwC Australia,165098.25,5467.54
MIG-000391,Mason Murphy,24/05/1958,mason.murphy@outlook.com,0418696393,,48 Harbour Way,Brunswick,VIC,3056,Unit,2,345900.00,271185.60,6.24,360,Fixed,Principal and Interest,Monthly,Interest Only Variable,10/03/2018,UNDER_ASSESSMENT,78.4,,238270.62,2740.26
MIG-000392,Amelia Parker,12-04-1978,,0403376048,,66 Ocean Boulevard,Salisbury,SA,5108,Vacant Land,,195600.00,135159.60,5.51,300,Variable,Principal and Interest,Monthly,Investor Variable,11-25-2021,DRAFT,69.1,Canva,181719.21,4946.71
MIG-000393,Michael Stewart,14/03/1976,michael.stewart@bigpond.com,0415454938,,164 Banksia Drive,Rockingham,WA,6168,Townhouse,3,453900.00,334524.30,7.10,300,Variable,Principal and Interest,Monthly,Standard Fixed,28/09/2022,DRAFT,73.7,Santos Limited,135443.56,5749.18
MIG-000394,Sarah Anderson,11/04/1967,sarah.anderson@protonmail.com,0446772752,,197 Ocean Drive,Wollongong,NSW,2500,House,2,734300.00,458937.50,5.82,360,Variable,Principal and Interest,Monthly,Investor Fixed,17/12/2022,APPROVED,62.5,Macquarie Group,207584.14,2515.52
MIG-000395,Christopher Howard,11/06/1990,christopher.howard@yahoo.com.au,0426663026,,18 Park Street,Glenelg,SA,5045,Vacant Land,,150000.00,119250.00,7.06,360,Variable,Principal and Interest,Monthly,Package Fixed,09/10/2025,SETTLED,79.5,Commonwealth Bank,69131.80,5274.47
MIG-000396,Henry Clark,10/06/1966,henry.clark@yahoo.com.au,0488896142,,94 Pacific Place,Claremont,WA,6010,House,1,370700.00,248739.70,5.98,360,Variable,Interest Only,Fortnightly,Interest Only Fixed,03/03/2018,SETTLED,67.1,Google Australia,235464.47,6745.73
MIG-000397,Patricia Jones,03/10/1972,,0482661263,,63 Wattle Way,Footscray,VIC,3011,Townhouse,4,288200.00,234883.00,7.35,360,Fixed,Principal and Interest,Monthly,Investor Variable,07/03/2025,DRAFT,81.5,QLD Government,120815.43,2727.00
MIG-000398,Harper Davis,08/03/1985,harper.davis@gmail.com,0497186586,James Davis,154 High Close,,QLD,,House,2,453900.00,404424.90,5.92,360,Variable,Principal and Interest,Weekly,Standard Fixed,27/01/2018,APPROVED,89.1,Woolworths Group,210556.52,6591.89
MIG-000399,Mason Martin,1967-06-01,mason.martin@gmail.com,0419569731,Elijah Martin,115 Station Court,Ryde,NSW,2112,Unit,1,268100.00,249601.10,6.37,120,Fixed,Principal and Interest,Monthly,Standard Fixed,2019-12-07,DRAFT,93.1,PwC Australia,212257.56,5204.75
MIG-000400,Emily Turner,17/09/2000,emily.turner@outlook.com,0489691930,Alexander Turner,70 Church Street,Chatswood,NSW,2067,Townhouse,1,,682077.50,6.32,360,Variable,Interest Only,Weekly,Investor Variable,03/04/2017,APPROVED,77.5,Santos Limited,86709.48,5607.90
MIG-000401,Aria Campbell,11-09-1989,aria.campbell@gmail.com,0488151275,,83 George Road,Blacktown,NSW,2148,Townhouse,1,448500.00,304980.00,7.06,300,Fixed,Principal and Interest,Monthly,Standard Fixed,07-09-2019,APPROVED,130.9,University of Melbourne,207169.30,6365.23
MIG-000402,Jessica Thomas,07/09/1978,jessica.thomas@outlook.com,0430072195,,187 Railway Place,Norwood,SA,5067,House,1,321500.00,290636.00,6.23,360,Variable,Principal and Interest,Monthly,Investor Fixed,16/02/2019,DRAFT,90.4,Woolworths Group,173568.00,4331.04
MIG-000403,Elijah Adams,1955-11-16,elijah.adams@outlook.com,0482407091,,69 Bridge Boulevard,Norwood,SA,5067,House,1,446500.00,228608.00,6.82,360,Fixed,Principal and Interest,Monthly,Package Variable,2016-09-14,UNDER_ASSESSMENT,51.2,Google Australia,247421.91,5948.99
MIG-000404,Leo Ryan,20/02/1985,,0445484592,Henry Ryan,140 Station Parade,Brighton,VIC,3186,Unit,1,424200.00,277002.60,6.32,360,Variable,Principal and Interest,Monthly,Investor Fixed,07/04/2018,SETTLED,138.4,Lendlease,85829.52,6461.40
MIG-000405,Mason Thomas,01-17-1997,mason.thomas@gmail.com,0458642397,Henry Thomas,66 Wattle Avenue,Newtown,NSW,2042,House,1,465600.00,336163.20,5.65,360,Variable,Principal and Interest,Monthly,Investor Variable,09-26-2022,Arrears,72.2,PwC Australia,154908.55,7116.00
MIG-000406,Christopher Smith,14/06/1976,,0412684136,,48 George Close,Cottesloe,WA,6011,Vacant Land,,205500.00,124327.50,6.54,360,Variable,Principal and Interest,Monthly,Investor Variable,12/10/2025,APPROVED,60.5,Fortescue Metals,241179.06,5216.45
MIG-000407,Susan Mitchell,14/04/1976,susan.mitchell@icloud.com,0413361600,,74 Elizabeth Drive,Penrith,NSW,2750,Unit,2,337100.00,144615.90,5.81,360,Variable,Principal and Interest,Monthly,Standard Variable,07/12/2022,SETTLED,42.9,,108267.25,6753.91
MIG-000408,William Parker,12-15-1975,william.parker@yahoo.com.au,0421518674,,25 Queen Parade,Penrith,NSW,2750,Apartment,4,566600.00,337127.00,7.07,360,Variable,Interest Only,Weekly,Investor Variable,06-08-2021,UNDER_ASSESSMENT,59.5,Westpac Group,198734.07,5741.12
MIG-000409,Lisa Harris,07/06/1973,lisa.harris@protonmail.com,0482199408,Barbara Robinson,135 King Street,Chatswood,NSW,2067,Unit,4,476700.00,317005.50,6.46,360,Variable,Principal and Interest,Monthly,Interest Only Variable,02/03/2022,APPROVED,66.5,Commonwealth Bank,67615.45,5031.40
MIG-000410,Alexander Kelly,29/02/2019,alexander.kelly@yahoo.com.au,0457346229,Elizabeth Kelly,51 Albert Drive,Redcliffe,QLD,4020,House,4,688400.00,517676.80,5.64,360,Variable,Interest Only,Monthly,Interest Only Fixed,2022-09-18,Arrears,75.2,CSL Limited,88972.57,6282.82
MIG-000411,Steven Peterson,23/08/1994,steven.peterson@gmail.com,0484546486,Aria Peterson,48 Pacific Court,Epping,NSW,2121,House,2,683000.00,458976.00,5.64,300,Fixed,Principal and Interest,Monthly,Investor Fixed,05/09/2024,Arrears,67.2,Atlassian,197009.91,7632.59
MIG-000412,Leo Morgan,25/10/1985,leo.morgan@hotmail.com,0413424659,,97 Station Way,Chermside,QLD,4032,Unit,1,309700.00,188297.60,6.55,120,Variable,Principal and Interest,Fortnightly,First Home Buyer Variable,08/03/2019,DRAFT,60.8,Qantas Airways,189153.74,5969.50
MIG-000413,Mark Williams,04/11/1959,mark.williams@gmail.com,0459084256,Sarah Walker,73 Elizabeth Lane,Wollongong,NSW,2500,Townhouse,2,513900.00,343799.10,5.99,360,Variable,Principal and Interest,Monthly,Low Doc Variable,21/07/2019,DRAFT,128.0,ANZ Banking Group,173092.94,7845.68
MIG-000414,Ashley Thomas,1984-11-21,ashley.thomas@optusnet.com.au,0422622048,Ella Thomas,140 Main Road,Dandenong,VIC,3175,Apartment,4,564900.00,415201.50,6.70,300,Variable,Principal and Interest,Monthly,Standard Fixed,2023-02-13,APPROVED,73.5,Commonwealth Bank,183137.48,5237.68
MIG-000415,Oliver Anderson,16/05/1966,oliver.anderson@hotmail.com,0479820060,Robert Watson,97 Station Place,Joondalup,WA,6027,House,4,707200.00,496454.40,5.79,360,Fixed,Principal and Interest,Weekly,First Home Buyer Variable,02/10/2023,SETTLED,70.2,Qantas Airways,161310.08,5605.23
MIG-000416,Thomas Anderson,24/12/1962,thomas.anderson@yahoo.com.au,0431785936,,157 Albert Road,Rockingham,WA,6168,House,2,415300.00,280327.50,7.14,120,Split,Principal and Interest,Weekly,Low Doc Variable,01/12/2021,APPROVED,67.5,Canva,194970.71,6291.03
MIG-000417,Amelia Wilson,06/07/1957,amelia.wilson@yahoo.com.au,0442429069,,2 Harbour Drive,Glen Waverley,VIC,3150,House,3,863300.00,700136.30,6.85,120,Variable,Principal and Interest,Monthly,Investor Fixed,27/04/2021,APPROVED,81.1,Santos Limited,61905.70,7800.68
MIG-000418,Ava Davis,12/08/1994,ava.davis@outlook.com,0473215576,,43 Banksia Court,Toorak,VIC,3142,Unit,3,490200.00,386277.60,6.00,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,18/11/2021,Closed,78.8,Lendlease,240563.99,4938.74
MIG-000419,Mary Cook,26/12/1979,mary.cook@hotmail.com,0437118169,,109 Church Street,Surfers Paradise,QLD,4217,House,1,500100.00,436087.20,6.62,360,Fixed,Principal and Interest,Monthly,Package Fixed,26/11/2020,APPROVED,87.2,National Australia Bank,163710.74,5130.27
MIG-000420,David Hall,17/06/2000,david.hall@icloud.com,0423503944,,160 Wattle Road,Ryde,NSW,2112,Townhouse,1,661300.00,391489.60,5.57,360,Fixed,Principal and Interest,Fortnightly,Interest Only Fixed,03/03/2021,UNDER_ASSESSMENT,124.2,Atlassian,241402.56,6361.99
MIG-000421,Mary Gray,02-15-1991,mary.gray@bigpond.com,0427060789,,77 High Parade,Dandenong,VIC,3175,House,2,945200.00,655023.60,6.73,360,Fixed,Interest Only,Monthly,Low Doc Variable,08-04-2021,SETTLED,69.3,Westpac Group,235258.69,6428.13
MIG-000422,Elijah Williams,22/06/1972,,0414833620,Andrew Stewart,80 Station Place,Surry Hills,NSW,2010,House,2,,484112.00,6.45,360,Fixed,Principal and Interest,Monthly,Package Fixed,23/01/2017,SETTLED,63.2,QLD Government,62402.04,5694.51
MIG-000423,Sarah Brown,25/12/1968,sarah.brown@icloud.com,0444090395,Linda Brown,2 High Way,Subiaco,WA,6008,Unit,1,369200.00,256963.20,5.64,360,Variable,Principal and Interest,Weekly,Standard Variable,28/09/2025,Arrears,69.6,BHP Group,212936.16,3746.90
MIG-000424,Daniel Thomas,02/12/1988,daniel.thomas@outlook.com,0437761400,Lucas Thomas,47 Bridge Close,South Yarra,VIC,3141,House,2,497100.00,414084.30,7.09,360,Fixed,Principal and Interest,Monthly,Investor Variable,21/08/2020,UNDER_ASSESSMENT,83.3,Lendlease,71269.10,4082.13
MIG-000425,Daniel Rogers,08/09/1975,daniel.rogers@outlook.com,0478991017,Patricia Rogers,56 King Place,Hornsby,,2077,House,4,1085600.00,641589.60,7.04,360,Fixed,Principal and Interest,Monthly,Interest Only Fixed,15/07/2023,UNDER_ASSESSMENT,59.1,Canva,180950.48,4600.88
MIG-000426,Lily Peterson,25/03/1965,,0454914218,,167 Ocean Road,Richmond,VIC,3121,Townhouse,4,609800.00,525647.60,6.99,360,Variable,Interest Only,Monthly,Standard Variable,08/10/2017,UNDER_ASSESSMENT,140.6,Microsoft Australia,148953.49,7987.11
MIG-000427,Patricia Parker  ,01/10/1982,patricia.parker@yahoo.com.au,0479638403,Susan Parker,34 Wattle Parade,Fremantle,WA,6160,House,2,589000.00,362824.00,7.14,120,Variable,Principal and Interest,Monthly,Investor Variable,09/01/2020,Arrears,61.6,University of Sydney,203486.13,3759.62
MIG-000428,Mia Smith,09/12/1983,mia.smith@gmail.com,0447940284,,113 Elizabeth Avenue,Chermside,QLD,4032,Townhouse,4,610300.00,305150.00,6.69,360,Split,Principal and Interest,Monthly,Package Variable,02/08/2021,APPROVED,50.0,BHP Group,226136.45,4721.62
MIG-000029,Lily Stewart,01/11/1984,lily.stewart@yahoo.com.au,0488706431,,20 Albert Close,Toowong,QLD,4066,Townhouse,3,423500.00,315084.00,7.41,300,Split,Principal and Interest,Monthly,Investor Fixed,09/03/2022,APPROVED,74.4,Telstra Corporation,186356.96,6144.53
MIG-000430,Chloe Ward,24/10/1955,chloe.ward@gmail.com,0424177696,,39 Charles Street,Southbank,QLD,4101,Unit,1,387300.00,-142546.00,6.31,360,Variable,Principal and Interest,Monthly,Interest Only Fixed,05/03/2020,DRAFT,66.1,Westpac Group,142882.84,7503.92
MIG-000431,Ashley Davis,01/01/1994,ashley.davis@yahoo.com.au,0495800240,Andrew Davis,48 King Drive,Gungahlin,ACT,2912,House,3,361000.00,305045.00,7.40,300,Variable,Principal and Interest,Fortnightly,First Home Buyer Variable,06/04/2018,DRAFT,84.5,Coles Group,59490.14,4141.43
MIG-000432,Isabella Kelly,02/01/1973,isabella.kelly@yahoo.com.au,0483127870,,117 George Drive,Blacktown,NSW,2148,Townhouse,3,730500.00,540570.00,6.73,360,Split,Principal and Interest,Monthly,Package Variable,21/05/2025,UNDER_ASSESSMENT,74.0,Canva,113682.50,3998.47
MIG-000433,  Henry Edwards,03/11/1971,henry.edwards@hotmail.com,0480017917,,183 Wattle Road,Hawthorn,VIC,3122,House,4,,351225.00,6.70,360,Variable,Principal and Interest,Monthly,Package Variable,12/01/2022,DRAFT,75.0,,133867.53,5573.02
MIG-000434,Barbara Cooper,18/04/1974,barbara.cooper@outlook.com,0414536501,,156 Ocean Parade,Belconnen,ACT,2617,Townhouse,3,327100.00,197895.50,6.80,360,Variable,Principal and Interest,Fortnightly,Low Doc Variable,15/09/2020,SETTLED,60.5,Commonwealth Bank,82903.56,3572.51
MIG-000435,Theodore Brown,28/01/1971,theodore.brown@gmail.com,0470800070,Olivia Brown,122 Harbour Street,,WA,,Unit,2,416000.00,250848.00,6.56,120,Variable,Interest Only,Monthly,Standard Fixed,10/09/2025,UNDER_ASSESSMENT,60.3,Woodside Energy,230794.51,6363.64
MIG-000436,Leo Nguyen,14/07/1974,leo.nguyen@hotmail.com,0468098177,Linda Nguyen,18 Station Drive,Norwood,SA,5067,Apartment,2,150000.00,95100.00,6.71,120,Variable,Principal and Interest,Weekly,Package Variable,02/10/2019,SETTLED,63.4,University of Sydney,203960.31,6971.98
MIG-000437,Mia Smith,28/04/1999,mia.smith@gmail.com,0464323848,,158 Wattle Close,Hornsby,NSW,2077,House,2,1085000.00,701995.00,6.32,360,Fixed,Principal and Interest,Monthly,Interest Only Variable,21/11/2019,Active,64.7,Fortescue Metals,224149.21,4711.07
MIG-000438,Margaret Robinson,19/01/1982,margaret.robinson@gmail.com,0463665247,,191 Ocean Street,Redcliffe,QLD,4020,Unit,4,,328560.30,6.48,360,Split,Principal and Interest,Monthly,Investor Fixed,11/06/2020,APPROVED,72.9,University of Melbourne,124291.60,6449.35
MIG-000439,Liam Cox,18/10/1968,liam.cox@gmail.com,0408088873,Mary Cox,61 Queen Close,Doncaster,VIC,3108,Vacant Land,,150000.00,89700.00,6.10,360,Fixed,Principal and Interest,Monthly,Package Fixed,26/10/2019,SETTLED,59.8,Mirvac Group,110159.15,5139.88
MIG-000440,Ella Murphy,16/04/1963,ella.murphy@icloud.com,0499656506,,161 William Crescent,Chatswood,NSW,2067,House,4,561100.00,425313.80,7.41,360,Split,Interest Only,Weekly,Interest Only Fixed,20/05/2019,SETTLED,135.2,Mirvac Group,154136.10,6511.51
MIG-000441,Sandra Davis,06/11/1966,,0492629515,,18 Main Road,Hawthorn,VIC,3122,Townhouse,1,754900.00,456714.50,6.30,360,Variable,Interest Only,Monthly,Package Fixed,25/07/2019,APPROVED,60.5,Mirvac Group,224703.27,7715.34
MIG-000442,Jack Evans,06-05-1961,,0437975015,Susan Evans,172 George Avenue,Redcliffe,QLD,4020,Townhouse,3,567300.00,464618.70,6.52,360,Fixed,Principal and Interest,Fortnightly,Standard Variable,01-04-2021,SETTLED,81.9,Rio Tinto,55120.46,4474.12
MIG-000443,Lily Davis,06/08/1979,lily.davis@gmail.com,0410109043,Chloe Roberts,6 Albert Street,Hornsby,NSW,2077,House,3,956700.00,662036.40,5.91,360,Fixed,Interest Only,Monthly,Investor Variable,02/03/2023,UNDER_ASSESSMENT,69.2,Woodside Energy,133680.33,5131.88
MIG-000444,Lily Johnson,08/09/1985,lily.johnson@gmail.com,0468093259,,44 Railway Crescent,Ipswich,QLD,4305,House,2,285400.00,-434277.00,7.23,360,Split,Principal and Interest,Monthly,Investor Variable,20/07/2019,UNDER_ASSESSMENT,75.9,National Australia Bank,145882.67,2857.22
MIG-000445,Sophie Cook,1990-02-12,sophie.cook@bigpond.com,0482646897,Leo Martin,167 Main Court,Footscray,VIC,3011,Unit,4,224800.00,-370748.00,6.77,300,Variable,Principal and Interest,Monthly,Package Fixed,2023-09-10,DRAFT,95.0,Telstra Corporation,183664.95,3351.03
MIG-000446,Ethan Nguyen,07/06/1998,ethan.nguyen@bigpond.com,0473804102,,126 Main Road,Footscray,VIC,3011,House,4,714800.00,556114.40,6.59,360,Variable,Principal and Interest,Monthly,Standard Variable,24/03/2016,DRAFT,77.8,Transurban Group,158153.18,2997.18
MIG-000447,Amelia Stewart,03/07/1978,amelia.stewart@optusnet.com.au,0447070372,,181 Railway Avenue,Toowoomba,QLD,4350,Unit,4,446300.00,294111.70,6.96,360,Variable,Principal and Interest,Monthly,Standard Variable,23/10/2023,APPROVED,65.9,,177000.74,3600.02
MIG-000448,Charlotte Hall,04/09/1964,charlotte.hall@yahoo.com.au,0461368929,Jennifer Hall,11 Victoria Crescent,Brunswick,VIC,3056,Apartment,2,197800.00,132921.60,5.53,360,Variable,Interest Only,Fortnightly,Investor Variable,25/03/2021,APPROVED,67.2,Commonwealth Bank,151608.77,2775.93
MIG-000449,Ella Morris,01/03/1976,ella.morris@yahoo.com.au,0433288248,Robert Morris,162 High Lane,Gosford,NSW,2250,Unit,3,,220465.70,5.80,120,Fixed,Principal and Interest,Fortnightly,First Home Buyer Variable,27/08/2016,DRAFT,63.7,ANZ Banking Group,164174.79,6578.35
MIG-000450,Benjamin Gray,08/09/1988,benjamin.gray@gmail.com,0472660031,,174 Harbour Avenue,Bondi,NSW,2026,Apartment,3,279300.00,229026.00,6.97,120,Fixed,Principal and Interest,Weekly,Investor Fixed,17/11/2019,SETTLED,82.0,Wesfarmers,241609.12,2869.70
MIG-000451,Sandra Watson,24/01/1967,sandra.watson@icloud.com,0406138702,Susan Watson,10 Station Court,Penrith,NSW,2750,House,1,930500.00,709041.00,7.04,360,Variable,Principal and Interest,Monthly,Package Variable,11/04/2020,APPROVED,76.2,Rio Tinto,123056.69,7777.04
MIG-000452,William Cooper,07/09/1958,william.cooper@gmail.com,0470538466,Elizabeth Cooper,190 Main Court,Joondalup,WA,6027,House,2,667200.00,519081.60,7.25,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,28/10/2019,APPROVED,77.8,,91333.34,7423.56
MIG-000453,Amelia Adams,22/07/1984,amelia.adams@optusnet.com.au,0438258569,,1 George Boulevard,Surfers Paradise,QLD,4217,Unit,1,390800.00,245813.20,6.71,360,Variable,Interest Only,Monthly,Standard Variable,01/05/2023,DRAFT,62.9,Stockland,209512.76,5391.08
MIG-000454,Steven Turner,21/10/1955,steven.turner@gmail.com,0442432526,,40 Harbour Avenue,Cranbourne,VIC,3977,House,2,684900.00,462307.50,5.67,360,Variable,Principal and Interest,Fortnightly,Investor Variable,01/04/2015,DRAFT,67.5,Telstra Corporation,131744.98,2560.25
MIG-000455,Henry Mitchell,1989-09-20,henry.mitchell@gmail.com,0494685048,,143 Main Close,Box Hill,VIC,3128,Townhouse,4,658100.00,513318.00,5.69,120,Fixed,Principal and Interest,Monthly,Standard Variable,2019-07-09,SETTLED,78.0,VIC Department of Education,202192.88,2945.03
MIG-000456,James Collins,03/06/1958,,0461648283,Karen Collins,156 King Street,Salisbury,SA,5108,House,4,262100.00,165647.20,6.97,300,Variable,Interest Only,Fortnightly,Low Doc Variable,26/06/2023,APPROVED,63.2,Mirvac Group,245042.16,5071.07
MIG-000457,Olivia Wright,04/12/1968,olivia.wright@yahoo.com.au,0421228508,,200 Harbour Close,Ryde,NSW,2112,House,3,927500.00,552790.00,7.21,360,Fixed,Interest Only,Monthly,Interest Only Fixed,07/01/2019,SETTLED,59.6,Qantas Airways,147416.89,5865.20
MIG-000458,Archer Walker,04/12/1998,archer.walker@gmail.com,0429792789,Mia Walker,37 Wattle Road,Wollongong,NSW,2500,Townhouse,2,636000.00,443928.00,7.24,120,Fixed,Principal and Interest,Monthly,Standard Variable,26/01/2022,SETTLED,69.8,Fortescue Metals,89847.26,6666.70
MIG-000459,Christopher Evans,20/01/1987,christopher.evans@icloud.com,0475494286,Linda Cooper,,,NSW,2170,House,3,1053200.00,873102.80,6.47,360,Variable,Principal and Interest,Fortnightly,Interest Only Fixed,11/05/2021,APPROVED,82.9,Coles Group,109864.76,7882.35
MIG-000460,"William Howard	",31/02/2020,william.howard@gmail.com,0404664954,,186 William Crescent,Ipswich,QLD,4305,House,1,455500.00,327960.00,6.51,360,Fixed,Principal and Interest,Monthly,Standard Variable,12/10/2023,SETTLED,72.0,QLD Government,197752.24,7142.16
MIG-000461,Barbara King,16/12/1964,barbara.king@optusnet.com.au,0411710846,,149 Wattle Close,Gold Coast,QLD,4217,Apartment,2,273900.00,219941.70,6.29,360,Variable,Principal and Interest,Monthly,Standard Fixed,13/11/2016,Arrears,80.3,ANZ Banking Group,179096.11,7348.92
MIG-000462,Grace Green,15/06/1957,grace.green@hotmail.com,0441577990,,28 King Place,Prospect,SA,5082,Townhouse,4,312600.00,266960.40,7.19,360,Variable,Principal and Interest,Weekly,Standard Fixed,28/12/2018,DRAFT,85.4,Mirvac Group,133392.73,6164.50
MIG-000463,Chloe Clark,##/##/####,chloe.clark@outlook.com,0420959990,,33 George Place,Dandenong,VIC,3175,Townhouse,4,334700.00,241318.70,7.30,360,Fixed,Principal and Interest,Monthly,Standard Variable,28/04/2021,DRAFT,72.1,Canva,55775.70,4189.90
MIG-000464,Mark Roberts,03-16-1993,mark.roberts@outlook.com,0476278533,Ashley Evans,4 George Road,Claremont,WA,6010,House,3,323700.00,198104.40,7.28,360,Fixed,Principal and Interest,Monthly,Standard Variable,06-04-2024,APPROVED,61.2,QLD Government,177919.05,2730.30
MIG-000465,Liam Morris,28/07/1975,liam.morris@hotmail.com,0423031221,Archer White,52 Main Place,Liverpool,NSW,2170,Unit,2,527500.00,390877.50,7.11,360,Fixed,Principal and Interest,Monthly,Investor Variable,12/09/2023,DRAFT,74.1,Woolworths Group,172774.87,2512.24
MIG-000466,Jack Collins,1976-10-25,jack.collins@protonmail.com,0431786488,Jennifer Collins,102 Wattle Crescent,Bondi,NSW,2026,Vacant Land,,,146414.40,6.69,300,Variable,Principal and Interest,Monthly,Standard Variable,2024-02-16,DRAFT,94.4,Coles Group,114390.95,6615.38
MIG-000467,Steven Thomas,01/10/1983,steven.thomas@yahoo.com.au,0406963626,Sarah Thomas,180 Elizabeth Road,Indooroopilly,QLD,4068,Unit,1,230300.00,175718.90,6.14,360,Variable,Principal and Interest,Fortnightly,Low Doc Variable,07/12/2019,SETTLED,76.3,Atlassian,141839.64,6995.54
MIG-000468,Linda Howard  ,15/12/1976,linda.howard@optusnet.com.au,0403784533,,9 Park Drive,Redcliffe,QLD,4020,House,3,456800.00,381884.80,6.85,300,Fixed,Principal and Interest,Monthly,Investor Variable,22/09/2020,APPROVED,83.6,NSW Health,228979.95,2808.97
MIG-000469,Oliver Green,11-14-1965,oliver.green@gmail.com,0419852327,,30 Pacific Close,Newtown,NSW,2042,Vacant Land,,302700.00,286051.50,6.86,300,Split,Principal and Interest,Monthly,Low Doc Variable,07-16-2023,Closed,94.5,Fortescue Metals,231512.04,2815.03
MIG-000470,Robert Campbell,00/13/2021,robert.campbell@yahoo.com.au,0462436560,Daniel Campbell,28 Park Lane,Mandurah,WA,6210,House,1,717100.00,529219.80,5.63,360,Fixed,Interest Only,Fortnightly,Interest Only Fixed,31/02/2020,Arrears,73.8,Atlassian,169989.53,6996.46
